Name,SMILES,Total Molweight,cLogP,H-Acceptors,H-Donors,Total Surface Area,Relative PSA,Rotatable Bonds,Geroprotectors,Leadlikeness
1-(4-aminophenyl)ethan-1-one,O=C(C1=CC=C(N)C=C1)C,135.165,0.8535,2.0,1.0,111.79,0.25324,1.0,1,True
but-2-enethioic S-acid,O=C(S)C=CC,102.157,0.4429,1.0,0.0,85.87,0.41516,1.0,1,True
"5-hydroxy-7-(2-hydroxypropan-2-yl)-1,4a-dimethyl-decahydronaphthalen-2-one",O=C1CCC2(C)C(O)CC(CC2C1C)C(O)(C)C,254.368,2.1042,3.0,2.0,191.85,0.20453,1.0,1,True
"2-hydroxy-9,10-dihydroacridin-9-one",O=C1C=2C=CC=CC2NC3=CC=C(O)C=C13,211.219,2.7092,3.0,2.0,155.08,0.24246,0.0,1,True
4-methylidenepyrrolidine-2-carboxylic acid,O=C(O)C1NCC(=C)C1,127.142,-2.3694,3.0,2.0,98.33,0.38239,1.0,1,True
Indazole-3-Carbaldehyde,O=CC=1NN=C2C=CC=CC21,146.149,0.8574,3.0,1.0,115.73,0.32835,1.0,1,True
Sarkomycin,O=C(O)C1C(=C)C(=O)CC1,140.138,0.2377,3.0,1.0,104.62,0.3745,1.0,1,True
"1-(hydroxymethyl)-2,5,5,8a-tetramethyl-1,2,4a,5,6,7,8,8a-octahydronaphthalene-1,2-diol",OCC1(O)C(O)(C=CC2C(C)(C)CCCC21C)C,254.368,1.6034,3.0,3.0,190.27,0.20655,1.0,1,True
Sesquiterpenoid 1,OC1OCC(C)C2C1C(O)(C)CCC3C2C3(C)C,254.368,2.0283,3.0,2.0,181.84,0.19908,0.0,1,True
4-(2-amino-3-hydroxypropyl)phenol,OC1=CC=C(C=C1)CC(N)CO,167.207,0.1815,3.0,3.0,134.5,0.30833,3.0,1,True
"7-hydroxy-1,4a-dimethyl-1,2,3,4,4a,4b,5,6,7,9,10,10a-dodecahydrophenanthrene-1-carboxylic acid",O=C(O)C1(C)CCCC2(C)C3C(=CC(O)CC3)CCC12,278.39,2.6102,3.0,2.0,207.32,0.18927,1.0,1,True
Delta-Thiolactomycin,O=C1SC(C(=CC)C)C(C(O)=C1C)C,212.312,2.5054,2.0,1.0,163.26,0.26724,1.0,1,True
"3,4-dihydroxy-2,5-dimethyl-8-(propan-2-yl)-1,2,3,4,6,7,8,8a-octahydronaphthalen-1-one",O=C1C2C(=C(C)CCC2C(C)C)C(O)C(O)C1C,252.353,2.1158,3.0,2.0,191.43,0.20498,1.0,1,True
"2-[(1H-indol-3-yl)methylidene]-2,3-dihydro-1H-indol-3-one",O=C1C(=CC2=CNC=3C=CC=CC23)NC=4C=CC=CC14,260.295,2.8077,3.0,2.0,197.61,0.19478,1.0,1,True
Bruceolline J,O=C1C=2C=3C=CC=CC3NC2C(C)(C)C1O,215.251,1.6159,3.0,2.0,155.46,0.25814,0.0,1,True
"benzene-1,2,4-triamine",NC1=CC=C(N)C(N)=C1,123.158,-0.3723,3.0,3.0,98.82,0.46357,0.0,1,True
but-2-enecarbonyl isothiocyanate,O=C(N=C=S)C=CC,127.167,2.3062,2.0,0.0,115.29,0.45581,1.0,1,True
3-chloro-4-hydroxybenzoic acid,O=C(O)C1=CC=C(O)C(Cl)=C1,172.567,1.405,3.0,2.0,119.13,0.32939,1.0,1,True
"5-(1-hydroxyethyl)-2,5-dihydrofuran-2-one",O=C1OC(C=C1)C(O)C,128.127,-0.5383,3.0,1.0,97.86,0.3693,1.0,1,True
"1,6-dimethyl-4-(propan-2-yl)-decahydronaphthalene-1,6,8a-triol",OC1(C)CCC2(O)C(C1)C(CCC2(O)C)C(C)C,256.384,1.9918,3.0,3.0,192.12,0.20456,1.0,1,True
"4,6-dimethyl-1,3-oxazinane-2-thione",S=C1OC(C)CC(N1)C,145.225,0.9459,2.0,1.0,117.45,0.42112,0.0,1,True
"1-(2,6-Dihydroxyphenyl)Ethanone",O=C(C=1C(O)=CC=CC1O)C,152.149,0.8394,3.0,2.0,115.97,0.33836,1.0,1,True
Carbalexin A,OC1=CC=2NC=3C=CC=C(OC)C3C2C=C1C,227.262,2.9441,3.0,2.0,172.9,0.21452,1.0,1,True
Mesna,O=S(=O)(O)CCS,142.199,-1.3903,3.0,1.0,91.81,0.70025,2.0,1,True
"5-(3,4-dihydroxyphenyl)-3-methylcyclohex-2-en-1-one",O=C1C=C(C)CC(C2=CC=C(O)C(O)=C2)C1,218.251,2.5614,3.0,2.0,167.2,0.23469,1.0,1,True
Indoxyl,OC1=CNC=2C=CC=CC12,133.15,1.3533,2.0,2.0,103.78,0.26103,0.0,1,True
3-(2-hydroxyethyl)-2-(hydroxymethyl)-1-methylcyclopentan-1-ol,OCCC1CCC(O)(C)C1CO,174.239,0.2955,3.0,3.0,135.52,0.28999,3.0,1,True
"1Beta-Hydroxy-6,7Alpha-Dihydroxyeudesm-4(15)-Ene",OC1CCC(=C)C2C(O)C(O)(CCC12C)C(C)C,254.368,1.9704,3.0,3.0,190.94,0.20582,1.0,1,True
Pterocarptriol,OC1CC(O)(C)C2CC(CCC2(C)C1)C(O)(C)C,256.384,1.9892,3.0,3.0,192.12,0.20456,1.0,1,True
"9-hydroxy-4,4,8,10b-tetramethyl-1H,2H,3H,4H,5aH,6H,10bH-phenanthro[9,8a-b]oxiren-6-one",O=C1C2=CC(=C(O)C=C2C3(C)CCCC(C)(C)C43OC14)C,286.37,2.8546,3.0,1.0,208.56,0.20996,0.0,1,True
"3a,6-dimethyl-1-(propan-2-yl)-1,2,3,3a,6,7,8,8a-octahydroazulene-1,6,8-triol",OC1CC(O)(C=CC2(C)CCC(O)(C(C)C)C12)C,254.368,1.7499,3.0,3.0,191.1,0.20565,1.0,1,True
Penicieudesmol C,OC1CC(C)C2(O)CC(C(=C)C)CCC2(C)C1O,254.368,2.1992,3.0,3.0,190.94,0.20582,1.0,1,True
2-aminohex-4-enoic acid,O=C(O)C(N)CC=CC,129.158,-1.8801,3.0,2.0,111.14,0.37259,3.0,1,True
Agrocybyne C,O=C(C#CC#CC=CC)N,133.15,1.0417,2.0,1.0,138.13,0.20495,1.0,1,True
2-hydroxy-3-methylbenzoic acid,O=C(O)C1=CC=CC(=C1O)C,152.149,1.1429,3.0,2.0,115.97,0.33836,1.0,1,True
"4-methyl-2,5-dihydro-1,3-thiazole",N1=C(C)CSC1,101.173,0.6579,1.0,0.0,80.24,0.36142,0.0,1,True
"1H-pyrrolo[2,3-b]pyridine",N1=CC=CC=2C=CNC12,118.139,0.981,2.0,1.0,96.19,0.25949,0.0,1,True
"3-methyl-2,5-dihydro-1H-pyrrole-2,5-dione",O=C1C=C(C(=O)N1)C,111.1,-0.5651,3.0,1.0,83.93,0.44728,0.0,1,True
"3,4-Epithiobutyl Nitrile",N#CCC1SC1,99.1567,0.641,1.0,0.0,79.22,0.39195,1.0,1,True
"7-(2-hydroxypropan-2-yl)-1,4-dimethyl-decahydroazulene-1,4-diol",OC(C)(C)C1CCC(O)(C)C2CCC(O)(C)C2C1,256.384,1.9557,3.0,3.0,192.12,0.20456,1.0,1,True
"5-ethenyl-4,5-dihydro-1,3-oxazole-2-thione",S=C1=NCC(O1)C=C,128.175,0.6452,2.0,0.0,112.83,0.4388,1.0,1,True
2-hydroxy-2-(3-hydroxyphenyl)acetonitrile,N#CC(O)C=1C=CC=C(O)C1,149.149,0.2489,3.0,2.0,120.17,0.33086,1.0,1,True
2-amino-3-(ethenylsulfanyl)propanoic acid,O=C(O)C(N)CSC=C,147.197,-2.5697,3.0,2.0,114.41,0.51482,4.0,1,True
2-amino-4-methylpentanamide,O=C(N)C(N)CC(C)C,130.19,-0.535,3.0,2.0,111.57,0.39061,3.0,1,True
cyclopentanecarboxylic acid,O=C(O)C1CCCC1,114.143,0.703,2.0,1.0,91.64,0.28525,1.0,1,True
"2,3,6,9-tetramethylidene-dodecahydroazuleno[4,5-b]furan-4,8-diol",OC1C(=C)C2C3OC(=C)C(=C)C3C(O)CC(=C)C2C1,260.332,1.9652,3.0,2.0,189.22,0.19131,0.0,1,True
"1,6-dimethyl-9-(prop-1-en-2-yl)-5,12-dioxatricyclo[9.1.0.0⁴,⁶]dodecan-7-ol",OC1CC(C(=C)C)CC2OC2(C)CCC3OC13C,252.353,2.4626,3.0,1.0,200.04,0.24195,1.0,1,True
"2-(2-hydroxypropan-2-yl)-4a-methyl-8-methylidene-decahydronaphthalene-1,5-diol",OC1CCC(=C)C2C(O)C(CCC12C)C(O)(C)C,254.368,1.9343,3.0,3.0,190.94,0.20582,1.0,1,True
"8-azabicyclo[3.2.1]octane-2,3-diol",OC1CC2NC(CC2)C1O,143.185,-0.6035,3.0,3.0,101.94,0.36943,0.0,1,True
"2,5-Dihydroxy-4-Methylacetophenone",O=C(C1=CC(O)=C(C=C1O)C)C,166.175,1.1833,3.0,2.0,128.23,0.30601,1.0,1,True
"1-phenyl-2,3,4,5-tetrahydro-1H-3-benzazepine-7,8-diol",OC=1C=C2C(=CC1O)C(C=3C=CC=CC3)CNCC2,255.316,2.1033,3.0,3.0,197.46,0.19072,1.0,1,True
2-Phenylglycine,O=C(O)C(N)C=1C=CC=CC1,151.164,-2.0519,3.0,2.0,118.38,0.34981,2.0,1,True
2-aminopentanedial,O=CCCC(N)C=O,115.131,-1.3572,3.0,1.0,101.12,0.40892,4.0,1,True
4-(2-Hydroxyethyl)-5-Methyloxazole,OCCC=1N=COC1C,127.142,0.5167,3.0,1.0,107.84,0.35404,2.0,1,True
"2-(2,4-dihydroxyphenyl)acetonitrile",N#CCC1=CC=C(O)C=C1O,149.149,0.9733,3.0,2.0,121.43,0.32743,1.0,1,True
butylthiourea,S=C(N)NCCCC,132.23,0.7439,2.0,2.0,119.73,0.45711,3.0,1,True
"3-amino-4,5-dimethyl-2,5-dihydrofuran-2-one",O=C1OC(C(=C1N)C)C,127.142,-0.4283,3.0,1.0,96.21,0.39819,0.0,1,True
Nipecotic Acid,O=C(O)C1CNCCC1,129.158,-2.3259,3.0,2.0,103.1,0.36469,1.0,1,True
Walleminone,O=C1CC2C(C(=C)CC(O)C(O)C1C)CC2(C)C,252.353,2.2536,3.0,2.0,190.67,0.2058,0.0,1,True
"4,5-dimethylbenzene-1,3-diol",OC=1C=C(O)C(=C(C1)C)C,138.165,1.656,2.0,2.0,110.48,0.23715,0.0,1,True
Caaverine,OC1=C(OC)C=C2C3=C1C4=CC=CC=C4CC3NCC2,267.327,2.951,3.0,2.0,199.87,0.17291,1.0,1,True
"3-methyl-3H-1,2-dithiole",S1SC(C=C1)C,118.224,2.1869,0.0,0.0,86.24,0.40561,0.0,1,True
Octopamine,OC1=CC=C(C=C1)C(O)CN,153.18,-0.3212,3.0,3.0,120.74,0.34347,2.0,1,True
N-(4-chlorophenyl)guanidine,ClC1=CC=C(C=C1)NC(=N)N,169.615,0.9478,3.0,3.0,128.97,0.32822,1.0,1,True
"4-(3,4-difluorophenyl)-1,3-thiazol-2-amine",FC=1C=CC(=CC1F)C=2N=C(SC2)N,212.223,2.5594,2.0,1.0,148.94,0.31288,1.0,1,True
pyridin-2-amine,N=1C=CC=CC1N,94.1166,0.3328,2.0,1.0,80.54,0.3258,0.0,1,True
5-methylpyrrolidine-2-carboxylic acid,O=C(O)C1NC(C)CC1,129.158,-2.2878,3.0,2.0,100.34,0.37473,1.0,1,True
"9-hydroxy-3,5a,9-trimethyl-2-methylidene-2H,3H,3aH,4H,5H,5aH,6H,9H,9aH,9bH-naphtho[1,2-b]furan-6-one",O=C1C=CC(O)(C)C2C3OC(=C)C(C)C3CCC12C,262.348,2.003,3.0,1.0,191.47,0.18875,0.0,1,True
Trans-3-Methylthioacrylamide,O=C(N)C=CSC,117.172,-0.3848,2.0,1.0,96.02,0.47698,2.0,1,True
Isolancerotriol,OC1C(=C)CC(O)C2C(O)(CCC2(C)C1)C(C)C,254.368,1.9704,3.0,3.0,190.94,0.20582,1.0,1,True
(dimethylphosphoryl)methanol,O=P(C)(C)CO,108.076,-0.7029,2.0,1.0,81.9,0.36777,1.0,1,True
"1,4-dimethyl-7-(propan-2-yl)-decahydroazulene-1,4,8-triol",OC1C(CCC(O)(C)C2CCC(O)(C)C12)C(C)C,256.384,1.9631,3.0,3.0,192.95,0.20368,1.0,1,True
3-Methylthioacrylic Acid,O=C(O)C=CSC,118.156,0.013,2.0,1.0,93.85,0.46489,2.0,1,True
"6-chloro-1-phenyl-2,3,4,5-tetrahydro-1H-3-benzazepine-7,8-diol",ClC=1C(O)=C(O)C=C2C1CCNCC2C=3C=CC=CC3,289.761,2.7093,3.0,3.0,212.88,0.17691,1.0,1,True
3-(2-hydroxyethyl)phenol,OC1=CC=CC(=C1)CCO,138.165,1.1467,2.0,2.0,113.48,0.23088,2.0,1,True
"4-imino-2-methoxycyclohexa-2,5-dien-1-one",O=C1C=CC(=N)C=C1OC,137.138,-0.3865,3.0,1.0,111.53,0.34645,1.0,1,True
2-hydroxybut-3-enenitrile,N#CC(O)C=C,83.0897,-0.0757,2.0,1.0,78.6,0.33919,1.0,1,True
2-[(propan-2-yl)amino]ethan-1-ol,OCCNC(C)C,103.164,-0.1569,2.0,2.0,95.85,0.25623,3.0,1,True
"4H,5H,6H,7H-[1,2]thiazolo[5,4-c]pyridin-3-ol",OC1=NSC2=C1CCNC2,156.209,0.489,3.0,2.0,113.55,0.49221,0.0,1,True
2-hydroxy-3-methylbut-2-enenitrile,N#CC(O)=C(C)C,97.1166,1.3191,2.0,1.0,89.0,0.29955,0.0,1,True
Amino (Methoxysulfinyl) Pentasulfide,O=S(OC)SSSSSN,255.452,-3.0524,3.0,1.0,154.45,0.87692,6.0,1,True
Nepodin,O=C(C1=C(O)C=2C(O)=CC=CC2C=C1C)C,216.235,2.3777,3.0,2.0,162.83,0.24099,1.0,1,True
Furosardonin A,OC1C2=COC=C2CC(C3=CC(C)(C)CC31)C,232.322,2.9201,2.0,1.0,179.22,0.15182,0.0,1,True
Kandenol A,O=C1C=C(C)C2CC(C(O)CC2(C)C1)C(O)(C)C,252.353,1.9997,3.0,2.0,190.3,0.2062,1.0,1,True
"2,4-dimethylbenzene-1,3-diol",OC1=CC=C(C(O)=C1C)C,138.165,1.656,2.0,2.0,110.48,0.23715,0.0,1,True
Annuionone G,OC(C=C=C1C(O)(C)CC(O)CC1(C)C)C,226.315,1.31,3.0,3.0,178.66,0.21997,1.0,1,True
"5,9-Dihydroxy-1(6)-Brasilen-7-One",O=C1C2=C(CC(C)(C)CC2(O)C(C)C)C(O)(C)C1,252.353,2.1627,3.0,2.0,186.18,0.21076,1.0,1,True
"(1-(2,4-Dihydroxy-6-Methylphenyl)-Ethanone)",O=C(C=1C(O)=CC(O)=CC1C)C,166.175,1.1833,3.0,2.0,128.23,0.30601,1.0,1,True
5-hydroxy-2-methyl-4H-pyran-4-one,O=C1C=C(OC=C1O)C,126.111,-0.1861,3.0,1.0,95.78,0.37732,0.0,1,True
N-[(5-methylfuran-2-yl)methylidene]hydroxylamine,ON=CC=1OC(=CC1)C,125.127,1.8009,3.0,1.0,106.32,0.36418,1.0,1,True
"2,5-dihydrofuran-2,5-dione",O=C1OC(=O)C=C1,98.0569,-0.8618,3.0,0.0,72.0,0.50111,0.0,1,True
Epoxyagroclavine I,O1C2C3C=4C=CC=C5NC=C(C54)CC3N(C)CC12C,254.332,2.0019,3.0,1.0,184.83,0.19039,0.0,1,True
"3-methylbenzene-1,2-diol",OC1=CC=CC(=C1O)C,124.139,1.3121,2.0,2.0,98.22,0.26675,0.0,1,True
1-(cyanosulfanyl)butan-2-ol,N#CSCC(O)CC,131.198,0.7444,2.0,1.0,111.33,0.39657,3.0,1,True
3-(Methylthio)Propionate,O=C(O)CCSC,120.172,0.3045,2.0,1.0,94.87,0.45989,3.0,1,True
Streptokordin,O=C1C=C(C=C(N1)C)C(=O)C,151.164,0.1461,3.0,1.0,120.9,0.3105,1.0,1,True
Catechol,OC=1C=CC=CC1O,110.112,0.9682,2.0,2.0,85.96,0.30479,0.0,1,True
"5-phenyl-1,3-oxazolidine-2-thione",S=C1OC(C=2C=CC=CC2)CN1,179.242,1.4707,2.0,1.0,140.19,0.35281,1.0,1,True
"2-(4,6-dihydroxycyclohex-2-en-1-ylidene)acetonitrile",N#CC=C1C=CC(O)CC1O,151.164,-0.0512,3.0,2.0,124.38,0.31967,0.0,1,True
Libertalide K,O=C(C)C1(C)C2CCC(C)CC2C(Cl)C(O)C1(O)C,288.814,2.1317,3.0,2.0,206.01,0.19048,1.0,1,True
"1,3-benzothiazole-2-thiol",S=C1SC=2C=CC=CC2N1,167.256,0.3194,1.0,1.0,121.42,0.46903,0.0,1,True
5-hydroxy-4-methyl-7-oxabicyclo[4.1.0]hept-3-en-2-one,O=C1C=C(C)C(O)C2OC12,140.138,-0.4935,3.0,1.0,102.72,0.4263,0.0,1,True
"6-hydroxycycloheptane-1,4-dione",O=C1CCC(=O)CC(O)C1,142.153,0.1251,3.0,1.0,109.39,0.35817,0.0,1,True
Apap,O=C(NC=1C=CC=CC1O)C,151.164,1.0176,3.0,2.0,121.08,0.31054,1.0,1,True
"13a-methyl-1H,2H,3H,4H,4aH,6H,7H,11bH,12H,13H,13aH-isoquinolino[2,1-a]quinoline-1,9-diol",OC1=CC=C2C(=C1)CCN3C2CCC4(C)C(O)CCCC34,287.402,2.8781,3.0,2.0,212.25,0.14016,0.0,1,True
Subulacine,OCC12OC2CN3CCCC31,155.196,-0.5934,3.0,1.0,111.51,0.3076,1.0,1,True
"2-amino-3-(4,5-dihydrothiophen-2-yl)propanoic acid",O=C(O)C(N)CC=1SCCC1,173.235,-2.03,3.0,2.0,128.6,0.45801,3.0,1,True
"2,2,5,8a-tetramethyl-dodecahydroacenaphthylene-2b,3,6-triol",OC1CCC2(C)CC(C)(C)C3C(O)CC(C)C1C32O,268.395,1.9008,3.0,3.0,189.86,0.20699,0.0,1,True
2-amino-3-methylidenepentanoic acid,O=C(O)C(N)C(=C)CC,129.158,-1.6614,3.0,2.0,107.39,0.3856,3.0,1,True
2-amino-3-methylpentan-1-ol,OCC(N)C(C)CC,117.191,0.2124,2.0,2.0,105.41,0.26914,3.0,1,True
"7-methyl-1,5-diazacyclotetradecane",N1CCCNCC(C)CCCCCCC1,212.379,2.7201,2.0,2.0,199.04,0.11515,0.0,1,True
N-[1-(pyridin-2-yl)ethylidene]hydroxylamine,ON=C(C1=NC=CC=C1)C,136.154,1.2053,3.0,1.0,113.6,0.3132,1.0,1,True
Terrestrol L,O=C1C(Cl)=CC(O)C(O)C1C,176.598,0.0526,3.0,2.0,120.34,0.32608,0.0,1,True
6-methoxypiperidin-2-one,O=C1NC(OC)CCC1,129.158,0.2557,3.0,1.0,105.25,0.32779,1.0,1,True
5-(hydroxymethyl)-1H-pyrrole-2-carbaldehyde,O=CC1=CC=C(N1)CO,125.127,-0.1739,3.0,2.0,102.48,0.39159,2.0,1,True
"5-(prop-2-en-1-yl)-1,3-oxazolidine-2-thione",S=C1OC(CC=C)CN1,143.209,1.0025,2.0,1.0,118.73,0.41658,2.0,1,True
azetidine-2-carboxylic acid,O=C(O)C1NCC1,101.105,-2.9545,3.0,2.0,75.58,0.49749,1.0,1,True
Cyclohex-1-Enecarboxylic Acid,O=C(O)C1=CCCCC1,126.154,0.9405,2.0,1.0,103.85,0.25171,1.0,1,True
Dehydrobutyrine,O=C(O)C(N)=CC,101.105,-1.9338,3.0,2.0,83.09,0.49838,1.0,1,True
"10a-hydroxy-4b-(hydroxymethyl)-2,8,8-trimethyl-3,4b,5,6,7,8,8a,9,10,10a-decahydrophenanthren-3-one",O=C1C=C2C(O)(C=C1C)CCC3C2(CO)CCCC3(C)C,290.401,2.4449,3.0,2.0,215.94,0.18172,1.0,1,True
"3-chloro-5-(hydroxymethyl)benzene-1,2-diol",ClC=1C=C(C=C(O)C1O)CO,174.583,0.9769,3.0,3.0,121.49,0.32348,1.0,1,True
Maple Furanone,O=C1OC(C(=C1O)C)CC,142.153,0.4239,3.0,1.0,107.8,0.33525,1.0,1,True
(but-3-en-1-yl)thiourea,S=C(N)NCCC=C,130.214,0.5584,2.0,2.0,118.25,0.46283,3.0,1,True
Methacrylic Acid,O=C(O)C(=C)C,86.0896,0.5762,2.0,1.0,72.61,0.36001,1.0,1,True
"9-hydroxy-6,9-dimethyl-7-oxatricyclo[4.3.0.0¹,³]nonan-4-one",O=C1CC2(OCC(O)(C)C32CC13)C,182.218,0.1899,3.0,1.0,116.63,0.30987,0.0,1,True
"6,7-dihydroxy-3,4,4,8-tetramethyl-1,4-dihydronaphthalen-1-one",O=C1C=C(C)C(C2=CC(O)=C(O)C(=C12)C)(C)C,232.278,2.5339,3.0,2.0,174.37,0.22504,0.0,1,True
P-Hydroxyphenyl-Acetamide,N=C(O)CC1=CC=C(O)C=C1,151.164,0.3981,3.0,3.0,120.03,0.34825,2.0,1,True
"1-(2,4-dihydroxy-2,6,6-trimethylcyclohexylidene)propan-2-one",O=C(C=C1C(O)(C)CC(O)CC1(C)C)C,212.288,1.2788,3.0,2.0,165.04,0.23776,1.0,1,True
1-[4-(hydroxymethyl)-1H-pyrrol-3-yl]ethan-1-one,O=C(C1=CNC=C1CO)C,139.153,-0.344,3.0,2.0,112.95,0.35529,2.0,1,True
"Rel-1Beta,3Alpha,6Beta-Trihydroxyeudesm-4-Ene",OC1C(=C2C(O)C(CCC2(C)C(O)C1)C(C)C)C,254.368,2.0343,3.0,3.0,191.7,0.20501,1.0,1,True
3-hydroxy-1-methylpyrrolidin-2-one,O=C1N(C)CCC1O,115.131,-0.7629,3.0,1.0,86.68,0.34252,0.0,1,True
P-Hydroxy-Benzonitrile,N#CC1=CC=C(O)C=C1,119.123,1.1495,2.0,1.0,101.32,0.26313,0.0,1,True
"6-hydroxy-5-(2-hydroxypropan-2-yl)-3,8-dimethyl-1,2,4,5,6,7,8,8a-octahydroazulen-2-one",O=C1C(=C2CC(C(O)CC(C)C2C1)C(O)(C)C)C,252.353,2.1084,3.0,2.0,190.6,0.20588,1.0,1,True
1H-pyrrol-1-amine,NN1C=CC=C1,82.1056,0.4046,2.0,1.0,70.98,0.31192,0.0,1,True
Strepsesquitriol,OC1CC(C)C2(O)CCC3CC12C(O)(C)C3(C)C,254.368,1.5875,3.0,3.0,175.27,0.22423,0.0,1,True
Pipecolate,O=C(O)C1NCCCC1,129.158,-2.2705,3.0,2.0,103.1,0.36469,1.0,1,True
S-(Allylthio)Cysteine; (R)-Form,O=C(O)C(N)CSSCC=C,193.29,-1.3106,3.0,2.0,145.66,0.52444,6.0,1,True
4-bromo-1H-pyrrole-2-carboxamide,O=C(N)C1=CC(Br)=CN1,189.012,0.2486,3.0,2.0,107.73,0.39265,1.0,1,True
"1-sulfanylidene-1,2,3,4-tetrahydroisoquinolin-3-one",O=C1NC(=S)C=2C=CC=CC2C1,177.227,1.0596,2.0,1.0,135.44,0.38763,0.0,1,True
4-Aminophenol,OC1=CC=C(N)C=C1,109.128,0.6366,2.0,2.0,88.13,0.32191,0.0,1,True
"2,4-dimethylbenzene-1,3,5-triol",OC=1C=C(O)C(=C(O)C1C)C,154.164,1.3103,3.0,3.0,116.83,0.33639,0.0,1,True
2-(hydroxymethyl)but-2-enoic acid,O=C(O)C(=CC)CO,116.116,0.0372,3.0,2.0,94.68,0.41445,2.0,1,True
"5-hydroxy-3,5-dimethyl-2,5-dihydrofuran-2-one",O=C1OC(O)(C=C1C)C,128.127,0.0584,3.0,1.0,93.74,0.38553,0.0,1,True
"hexane-1,4,5-triol",OCCCC(O)C(O)C,134.174,-0.1755,3.0,3.0,111.09,0.35377,4.0,1,True
Aeruginaldehyde,O=CC=1N=C(SC1)C=2C=CC=CC2O,205.237,1.9563,3.0,1.0,153.61,0.37413,2.0,1,True
Propargylglycine,O=C(O)C(N)CC#C,113.116,-2.9158,3.0,2.0,96.19,0.4305,2.0,1,True
(2-aminopropyl)(3-aminopropyl)amine,NCCCNCC(N)C,131.222,-1.4248,3.0,3.0,121.8,0.34483,5.0,1,True
methyl pyrrolidine-2-carboxylate,O=C(OC)C1NCCC1,129.158,-0.1212,3.0,1.0,105.25,0.32779,2.0,1,True
Ampelomin B,OC1CC(C)C(O)C2OC12,144.169,-0.5327,3.0,2.0,105.37,0.41615,0.0,1,True
Triacetic Acid Lactone,O=C1OC(=CC(O)=C1)C,126.111,-0.0518,3.0,1.0,95.78,0.37732,0.0,1,True
2-amino-3-methylbutanal,O=CC(N)C(C)C,101.148,-0.4543,2.0,1.0,91.08,0.31083,2.0,1,True
"2-methyl-1,3-thiazolidine",S1CCNC1C,103.188,1.1093,1.0,1.0,81.23,0.3564,0.0,1,True
"1-methyl-7-methylidene-4-(prop-1-en-2-yl)-11-oxabicyclo[8.1.0]undecane-2,6-diol",OC1C(=C)CCC2OC2(C)C(O)CC(C(=C)C)C1,252.353,2.9383,3.0,2.0,202.32,0.21674,1.0,1,True
Niacin,O=C(N)C=1C=NC=CC1,122.127,-0.254,3.0,1.0,98.29,0.39963,1.0,1,True
2-amino-3-chlorobenzoic acid,O=C(O)C=1C=CC=C(Cl)C1N,171.583,1.0734,3.0,2.0,121.3,0.34139,1.0,1,True
"1λ⁶,3-dithiane-1,1-dione",O=S1(=O)CSCCC1,152.238,-0.0819,2.0,0.0,101.11,0.45564,0.0,1,True
"3-methyl-2-oxatricyclo[7.3.1.0⁵,¹³]trideca-1(12),5(13),6,8,10-pentaene-4,7-diol",OC1=CC=2C=CC=C3OC(C)C(O)C(=C1)C32,216.235,2.3328,3.0,2.0,154.32,0.23458,0.0,1,True
"1,2-Dihydroxy-3,4-Epoxy-1,2,3,4-Tetrahydronaphthalene",OC1C=2C=CC=CC2C3OC3C1O,178.186,0.2146,3.0,2.0,126.61,0.34634,0.0,1,True
2-hydroxy-2-methylbutanamide,O=C(N)C(O)(C)CC,117.147,-0.4293,3.0,2.0,94.81,0.43677,2.0,1,True
4-Methylaminobenzamide,O=C(N)C1=CC=C(C=C1)NC,150.18,0.3939,3.0,2.0,123.25,0.32268,2.0,1,True
O-Demethylmurrayanine,O=CC=1C=C(O)C=2NC=3C=CC=CC3C2C1,211.219,2.6035,3.0,2.0,157.92,0.25412,1.0,1,True
"1-hydroxy-9a,11a-dimethyl-1H,3aH,3bH,7H,8H,9H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthren-7-one",O=C1C=C2C=CC3C4C=CC(O)C4(C)CCC3C2(C)CC1,284.398,2.9454,2.0,1.0,211.69,0.12348,0.0,1,True
Anthranilate,O=C(O)C=1C=CC=CC1N,137.138,0.4674,3.0,2.0,105.88,0.3911,1.0,1,True
Alpha-Furylcarbinol,OCC=1OC=CC1,98.1006,0.251,2.0,1.0,83.06,0.32759,1.0,1,True
Hval,O=C(O)C(N)C(C)C,117.147,-2.3184,3.0,2.0,95.64,0.43298,2.0,1,True
2-Methyl-Furan-3-Carboxylic Acid,O=C(O)C=1C=COC1C,126.111,0.6773,3.0,1.0,99.31,0.4053,1.0,1,True
3-hydroxy-2-methylpentanoic acid,O=C(O)C(C)C(O)CC,132.158,0.2606,3.0,2.0,107.23,0.36594,3.0,1,True
"2-methyl-6-methylidene-9-(propan-2-yl)-11-oxatricyclo[6.2.1.0¹,⁵]undecane-8,9-diol",OC12OC3(CC1(O)C(C)C)C(C(=C)C2)CCC3C,252.353,2.0804,3.0,2.0,179.0,0.20223,1.0,1,True
"2,3-dimethyl-5λ⁴,6-dithiabicyclo[2.1.1]hexan-5-one",O=S1C2SC1C(C)C2C,162.276,0.9269,1.0,0.0,101.23,0.39721,0.0,1,True
Paba,O=C(O)C1=CC=C(N)C=C1,137.138,0.4674,3.0,2.0,105.88,0.3911,1.0,1,True
